"""%s"" contains not only digit characters.","""%s"" מכיל תווים שהם לא רק ספרות."
"""%s"" does not fit the entered date format.","""%s"" לא תואם את פורמט התאריך שהוזן."
"""%s"" exceeds the allowed file size.","""%s"" חורג מהגודל המותר."
"""%s"" exceeds the allowed length.","""%s"" חורג מהאורך המותר."
"""%s"" has not only alphabetic and digit characters.","""%s"" מכיל לא רק תווים אלפבתים ודיגיטליים."
"""%s"" has not only alphabetic characters.","""%s"" מכיל לא רק תווים אלפבתים."
"""%s"" height exceeds allowed value of %s px.","""%s"" הגובה שהוזן חורג מהערך המותר של  %s px."
"""%s"" invalid type entered.","""%s"" הוזן סוג לא תקין."
"""%s"" is a required value.","""%s"" הוא ערך נדרש."
"""%s"" is an empty string.","""%s"" הוא שרשרת ריקה."
"""%s"" is not a valid URL.","""%s"" הוא לא URL תקין."
"""%s"" is not a valid date.","""%s"" הוא לא תאריך תקין."
"""%s"" is not a valid email address.","""%s""הוא לא כתובת דוא""ל תקינה."
"""%s"" is not a valid file","""%s""הוא לא קובץ תקין"
"""%s"" is not a valid file extension.","""%s"" הוא לא הרחבת קובץ תקינה."
"""%s"" is not a valid file.","""%s"" הוא לא קובץ תקין."
"""%s"" is not a valid hostname.","""%s"" הוא לא שם שרת תקין."
"""%s"" is not a valid image format","""%s"" הוא לא פורמט תמונה תקין"
"""%s"" length must be equal to or greater than %s characters.","אורך ""%s"" חייבת להיות שווה או יותר מ %s characters."
"""%s"" length must be less than or equal to %s characters.","אורך ""%s"" חייבת להיות פחות או שווה ל %s characters."
"""%s"" width exceeds allowed value of %s px.","רוחב ""%s""  חורג מהערך של %s px."
"'%value%' appears to be a DNS hostname but cannot extract TLD part","%value%' נראה כשם שרת  DNS אך לא מצליח לשלוף חלק TLD "
"'%value%' appears to be a DNS hostname but cannot match TLD against known list","%value%' נראה כשם שרת DNS אבל לא תואם רשימות קיימות של  TLD "
"'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'","'%value%' נראה כשם שרת  DNS אבל לא תואם שמות שרת עבור  TLD '%tld%'"
"'%value%' appears to be a DNS hostname but contains a dash in an invalid position","%value%' נראה כשם שרת DNS אבל קיים מקף במקום לא תקין"
"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","'%value%' נראה כשם שרת  DNS אבל קוד punycode לא ניתן לקידוד"
"'%value%' appears to be a local network name but local network names are not allowed","%value%' נראה כשם רשת מקומית אבל שמות רשתות מקומיות לא מאושרות לשימוש"
"'%value%' appears to be an IP address, but IP addresses are not allowed","%value%' נראה ככתובת  IP , אבל כתובות  IP לא מאושרות לשימוש"
"'%value%' does not appear to be a valid URI hostname","%value%' לא נראה כשם שרת תקין"
"'%value%' does not appear to be a valid local network name","%value%' לא נראה כשם רשת מקומית תקין"
"'%value%' does not match the expected structure for a DNS hostname","%value%' לא תואם את המבנה המצופה משם שרת DNS"
"* Required Fields","* שדות חובה"
"A new password has been sent.","סיסמה חדשה נשלחה"
"ALL GROUPS","כל הקבוצות"
"Account Dashboard","חשבון - לוח ניהול"
"Account Information","מידע אודות חשבונך"
"Account Sharing Options","אופציות שיתוף חשבון"
"Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%s"">click here</a>.","פרטי חשבון נדרשים, אנא בדקו את הדוא""ל לקבלת קישור אישור הרשמה. כדי לשלוח מייל אישור רישום מחדש <a href=""%s"">לחץ כאן</a>."
"Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%s"">click here</a>.","פרטי חשבון נדרשים, אנא בדקו את הדוא""ל לקבלת קישור אישור הרשמה. כדי לשלוח מייל אישור רישום מחדש <a href=""%s"">לחץ כאן</a>."
"Action","פעולה"
"Add New Address","הוסף כתובת חדשה"
"Add New Customer","לקוח חדש"
"Add New Customer Group","קבוצת לקוחות חדשה"
"Added From","נוסף מ"
"Additional Address Entries","שדות כתובת נוספים"
"Address","כתובת"
"Address Book","ספר כתובות"
"Address Books","ספר כתובות"
"Address Information","מידע אודות הכתובת"
"Address Templates","תבנית כתובת"
"Addresses","כתובות"
"Admin","ניהול"
"All","הכל"
"All Store Views","כל מבטי החנויות"
"All countries","כל הארצות"
"Always optional.","תמיד אופציונלי"
"Amount","כמות"
"An error occurred while deleting the address.","ארעה שגיאה במהלך מחיקת הכתובת"
"An error occurred while retrieving the option value: %s.","ארעה שגיאה במהלך אחזור ערף האפשרות: %s."
"An error occurred while saving the collection, aborting. Error: %s","ארעה שגיאה במהלך שמירת האוסף, מבטל. שגיאה: %s"
"An invalid option ID is specified for %s (%s), skipping the record.","נבחרה אפשרות קוד ID לא תקינה עבור %s (%s), מדלג על הרשומה."
"Approved","מאושר"
"Are you sure that you want to remove this item?","אתה בטוח שברצונך להסיר פריט זה?"
"Are you sure you want to cancel adding of this address?","האם לבטל את הוספת הכתובת?"
"Are you sure you want to delete this address?","האם אתה רוצה למחוק כתובת זו?"
"Are you sure?","האם אתה בטוח?"
"Array of Entity collections is expected.","צפוי הצבת מערך של אוסף הגדרות בסיסיות."
"Assign a Customer Group","ייעד לקבוצת לקוחות"
"Attribute object is undefined","תכונת אובייקט לא מוגדרת"
"Average Sale","מכירה ממוצעת"
"Back","חזור"
"Back - link to the previously viewed page","לאחור- קישור לדף שניצפה אחרון"
"Back to Login","בחזרה ל'כניסה'"
"Bad request.","בקשה שגויה."
"Bill to Name","שלח חיוב לשם"
"Bought From","נקנה מ"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","ביצירת חשבון בחנות זו, תוכל לבצע תשלום בצורה מהירה יותר, להזין מספר כתובות למשלוח, לעקוב אחר הזמנותיך וכו'."
"CSV","CSV"
"Cancel","בטל"
"Cannot save address.","לא ניתן לשמור כתובת"
"Cannot save the customer.","לא ניתן לשמור את הלקוח"
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","לא ניתן לשתף חשבונות של לקוחות באופן גלובלי מכיוון שחלק מחשבונות הלקוחות קיימים במגוון אתרים ולא ניתן לאחדם"
"Change Account Password","שנה סיסמא לחשבון"
"Change Billing Address","שנה כתובת לחיוב"
"Change Password","שנה סיסמא"
"Change Shipping Address","שנה כתובת למשלוח"
"City","עיר"
"Company","חברה"
"Config","הגדרות"
"Configure","Configure"
"Confirm New Password","אשר סיסמא חדשה"
"Confirm Password","אימות סיסמא"
"Confirmation Link Email","דוא""ל אישור קישור"
"Confirmed","מאושר"
"Contact Information","מידע ליצירת קשר"
"Continue Shopping","המשך בקניות"
"Country","ארץ"
"Create","צור"
"Create New Account Options","יצירת חשבון חדש - אפשרויות"
"Create New Customer Account","צור חשבון לקוח חדש"
"Create Order","צור הזמנה"
"Create an Account","צור חשבון"
"Create customer","צור לקוח"
"Create customer address","צור כתובת לקוח"
"Current Password","סיסמא נוכחית"
"Customer","לקוח"
"Customer API","ממשק ניהול לקוחות"
"Customer Account Edit Form","טופס עריכת חשבון לקוח"
"Customer Account Login Form","טופס התחברות חשבון לקוח"
"Customer Account Logout Success","הצלחה בהתנתקות מחשבון לקוח"
"Customer Account Registration Form","טופס רישום לחשבון לקוח"
"Customer Addresses","כתובות לקוח"
"Customer Configuration","הגדרות הלקוח"
"Customer Forgot Password Form","טופס שכחתי סיסמא"
"Customer Group","קבוצת לקוח"
"Customer Groups","קבוצות לקוחות"
"Customer Information","מידע לקוח"
"Customer Login","כניסת לקוחות"
"Customer My Account (All Pages)","לקוח – החשבון שלי (כל הדפים)"
"Customer My Account Address Book","לקוח- החשבון שלי – ספר כתובות"
"Customer My Account Address Edit Form","לקוח- החשבון שלי – עריכת טופס כתובות"
"Customer My Account Dashboard","לקוח- החשבון שלי – ממשק ניהול"
"Customer Since","לקוח מתאריך"
"Customer View","מבט לקוח"
"Customer collection expected.","צפוי אוסף לקוחות"
"Customer email is required.","נדרשת כתובת דוא""ל של לקוח"
"Customer website ID must be specified when using the website scope.","קוד ID של אתר הלקוח חייב להיות מצוין כאשר משתמשים בהקפת אתר"
"Customer will stay on the current page if ""No"" is selected.","הלקוחות ישארו בדף הנוכחי אם יבחרו ""לא"""
"Customers","לקוחות"
"Customers Only","לקוחות בלבד"
"Customers Section","איזור - לקוחות"
"DD","DD"
"Date","תאריך"
"Date Added","תאריך התווספות"
"Date of Birth","תאריך לידה"
"Day","יום"
"Days in Wishlist","ימים ברשימת החלומות"
"Default Addresses","כתובות ברירת המחדל"
"Default Billing Address","כתובת ברירת המחדל לחיוב"
"Default Email Domain","דומיין ברירת מחדל לאימייל"
"Default Group","קבוצת ברירת מחדל"
"Default Shipping Address","כתובת ברירת המחדל למשלוח"
"Default Welcome Email","ברירת מחדל - אימייל ברוכים הבאים"
"Delete","מחק/מחיקה"
"Delete Address","מחק כתובת"
"Delete Customer","מחק לקוח"
"Delete Customer Group","מחק קבוצת לקוחות"
"Delete customer","מחק לקוח"
"Delete customer address","מחק כתובת לקוח"
"Deleted Stores","חנויות שנמחקו"
"Details","פרטים"
"Disabled","כבוי/לא פעיל"
"Edit","ערוך"
"Edit Account Info","ערוך פרטי חשבון"
"Edit Account Information","ערוך חשבון לקוח"
"Edit Address","ערוך כתובת"
"Edit Address Entry","ערוך רשומת כתובת"
"Edit Customer Group ""%s""","ערוך קבוצת לקוחות ""%s"""
"Edit Customer Groups","ערוך קבוצת לקוחות"
"Edit Customer's Address","ערוך כתובת לקוח"
"Edit Group","ערוך קבוצה"
"Edit Newsletters","ערוך ניוזלטרים"
"Email","מייל"
"Email Address","כתובת אי-מייל"
"Email Sender","אימייל השולח/שלח אימייל לשולח"
"Email:","אימייל:"
"Entity collection is expected.","צפויה אסיפת ישויות"
"Entity instance is not defined","ישות דוגמה לא מוגדרת"
"Entity object is undefined","אובייקט ישות לא מוגדר"
"Excel XML","Excel XML"
"Failed to confirm customer account.","נכשל באימות חשבון לקוח."
"Fax","פקס"
"First Name","שם פרטי"
"Forgot Email Sender","שכחתי אימייל"
"Forgot Email Template","שחכתי אימייל - תבנית הודעה"
"Forgot Your Password?","שכחתי סיסמא"
"Form Fields Before","קבצי טופס לפני"
"Form code is not defined","קוד טופס לא מזוהה"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","מלוח הניהול של החשבון שלך את/ה יכול לצפות בפעילות האחרונה שלך באתר ולעדכן פרטים. אנא בחר קישור מלמטה כדי לצפות/לערוך מידע."
"Gender","מין"
"General Subscription","הרשמה כללית"
"Generate Human-Friendly Customer ID","צור קוד ID לקוחות ידידותי למשתמשים"
"Global","גלובלי"
"Grand Total","סה""כ כללי"
"Group","קבוצה"
"Group Information","מידע קבוצה"
"Group Name","שם קבוצה"
"Guest","אורח"
"HTML","HTML"
"Hello, %s!","שלום, %s!"
"ID","קוד/ת.ז/זיהוי"
"IP Address","כתובת IP"
"If you have an account with us, please log in.","אם הינך משתמש רשום, אנא היכנס."
"Invalid attribute option specified for attribute %s (%s), skipping the record.","נבחרה אפשרות תכונה לא תקינה עבור התכונה %s (%s), מדלג על הרשומה"
"Invalid attribute set specified, skipping the record.","נבחר סט תכונות לא תקין, מדלג על הרשומה"
"Invalid current password","סיסמא נוכחית שגויה"
"Invalid customer data","נתוני לקוח לא תקניים"
"Invalid email address.","כתובת דוא""ל לא תקינה"
"Invalid login or password.","משתמש או סיסמא שגויים"
"Invalid store specified, skipping the record.","נבחרה חנות לא תקינה, מדלג על הרשומה"
"Invalid type given. String expected","סוג לא תקין הוזן. צפויה שרשרת"
"Last Activity","פעילות אחרונה"
"Last Date Subscribed","תאריך אחרון לרישום"
"Last Date Unsubscribed","תאריך אחרון לביטול הרשמה"
"Last Name","שם משפחה"
"Last URL","URL אחרון"
"Leave empty for default (15 minutes).","השאר ריק עבור ברירת מחדל (15 דקות)."
"Leave empty for default (2). Valid range: 1-4","השאר ריק עבור ברירת מחדל (2). טווח תקין: 1-4"
"Lifetime Sales","מכירות מכל הזמנים"
"Log In","התחבר"
"Log Out","התנתק"
"Login","כניסה"
"Login Information","פרטי כניסה"
"Login Options","אפשרויות התחברות"
"Login and password are required.","התחברות וסיסמה דרושים"
"Login or Create an Account","היכנס או צור חשבון"
"M.I.","M.I."
"MM","MM"
"Manage Addresses","ניהול כתובות"
"Manage Customers","ניהול לקוחות"
"Missing email, skipping the record.","חסר דוא""ל , מדלג על הרשומה"
"Missing firstname, skipping the record.","חסר שם פרטי, מדלג על הרשומה"
"Missing lastname, skipping the record.","חסר שם משפחה, מדלג על הרשומה"
"Month","חודש"
"My Account","החשבון שלי"
"My Account Wrapper","עורך החשבון שלי"
"My Dashboard","ניהול החשבון האישי"
"My Orders","ההזמנות שלי"
"Name","שם"
"Name and Address Options","אפשרויות שם וכתובת"
"Never","לעולם לא"
"New Address","כתובת חדשה"
"New Address Entry","הזנת כתובת חדשה"
"New Customer","לקוח חדש"
"New Customer Address","כתובת לקוח חדשה"
"New Customer Group","קבוצת לקוח חדשה"
"New Customer Groups","קבוצות לקוח חדשות"
"New Customers","לקוחות חדשים"
"New Group","קבוצה חדשה"
"New Password","סיסמא חדשה"
"New account","חשבון חדש"
"New account confirmation key","מפתח אישור חשבון חדש"
"New account confirmed","חשבון חדש אושר"
"New password","סיסמא חדשה"
"New password field cannot be empty.","שדה סיסמה חדשה חייב להכיל תוכן"
"Newsletter","ניוזלטר"
"Newsletter Finish","ניוזלטר - סיום"
"Newsletter Information","מידע ניוזלטר"
"Newsletter Received","ניוזלטר התקבל"
"Newsletter Start","ניוזלטר - התחלה"
"Newsletter Subscription","ניוזלטר - רישום"
"Newsletters","ניוזלטרים"
"No","לא"
"No Items Found","לא נמצאו פריטים"
"No Newsletter Found","לא נמצאו הודעות ניוזלטר"
"No customer collections found","לא נמאו אוספי לקוחות"
"No item specified.","לא צוין פריט."
"Not Sent","לא נשלח"
"Not confirmed, can login","לא מאושר, יכול להתחבר"
"Not confirmed, cannot login","לא מאושר, לא יכול להתחבר"
"Number of Lines in a Street Address ","מספר שורות בכתובת מגורים"
"Offline","אוף-ליין"
"Online","און-ליין"
"Online Customers","לקוחות באתר"
"Online Customers Options","אפשרויות לקוחות מקוונים באתר"
"Online Minutes Interval","אפשרויות הפרש דקות."
"Order #","מס' הזמנה"
"Order Total","סה""כ להזמנה"
"Orders","הזמנות"
"PDF","PDF"
"Password","סיסמא"
"Password Management","ניהול סיסמאות"
"Password Options","אפשרויות סיסמא"
"Password forgotten","שכחתי סיסמא"
"Password:","סיסמא:"
"Paused","עצר/נעצר"
"Pending","בהמתנה"
"Per Website","לאתר"
"Personal Information","פרטים אישיים"
"Please enter your email below and we will send you a new password.","אנא, הזן את כתובת הדוא""ל שלך ואנחנו נשלח לך סיסמא חדשה"
"Please enter your email below and we\'ll send you confirmation link for it.","אנא, הזאת את הכתובת שלך ואנחנו נשלח לך קישור אישור הרשמה."
"Please enter your email.","הקלד את כתובת האימייל שלך."
"Please select","בחר אפשרות"
"Please select region, state or province","בחר איזור, מדינה או מחוז"
"Please, check your email for confirmation key.","אנא, בדוק את דוא""ל האישור"
"Prefix","תחילית"
"Prefix Dropdown Options","אפשרות תחילית Dropdown"
"Price","מחיר"
"Product","מוצר"
"Product ID","קוד מוצר"
"Product Name","שם המוצר"
"Product Reviews","סיקורי מוצר"
"Product Tags","תגיות מוצר"
"Purchase On","קנה בתאריך/קנה ב"
"Purchased At","נקנה ב"
"Qty","כמות"
"Recent Orders","הזמנות אחרונות"
"Records for %s store found.","רשומות עבור חנות  %s נמצאו."
"Redirect Customer to Account Dashboard after Logging in","הפנה לקוחות לניהול החשבון לאחר הרשמה"
"Refunded","הוחזר"
"Registered Customers","לקוחות רשומים"
"Remove","הסר"
"Require Emails Confirmation","דרוש אישור דוא""ל"
"Retrieve address data","אחזר פרטי כתובת"
"Retrieve address info","אחזר מידע כתובת"
"Retrieve customer addresses","אחזר כתובת לקוח"
"Retrieve customer data","אחזר מידע לקוח"
"Retrieve customer groups","אחזר קבוצת לקוח"
"Retrieve customer info","אחזר פרטי לקוח"
"Retrieve customers","אחזר לקוחות"
"Retrieve your confirmation link here","אחזר את קישור האישור שלך כאן"
"Retrieve your password here","שחזר סיסמא כאן"
"SKU","מק""ט"
"Sales Statistics","סטטיסטיקת מכירות"
"Save","שמור"
"Save Address","שמור כתובת"
"Save Customer","שמור לקוח"
"Save Customer Group","שמור קבוצת לקוחות"
"Save Password","שמור סיסמא"
"Save and Continue Edit","שמור והמשך לערוך"
"Saved %d record(s)","שמר %d רשומות"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","נקודה פסיק (;) ערכים מופרדים.<br/>הכנס נקודה פסיק בכדי לשאיר אפשרות ראשונה ריקה.<br/>השאר ריק לדה טקסט ריק."
"Send From","שלח טופס"
"Send Welcome Email","שלח דוא""ל ברכה"
"Send Welcome Email after Confirmation","שלח דוא""ל ברכה אחרי אישור"
"Send auto-generated password","שלח סיסמא אוטומטית"
"Send confirmation link","שלח קישור לאישור הרשמה"
"Sending","שולח"
"Sent","נשלח"
"Session Start Time","זמן תחילת פגישה"
"Set as Default Billing Address","קבע כברירת מחדל לכתובת חיוב"
"Set as Default Shipping Address","קבע ככתובת ברירת מחדל לשילוח"
"Share Customer Accounts","שתף חשבונות לקוח"
"Shipped to First Name","נשלח אל - שם פרטי"
"Shipped to Last Name","נשלח אל - שם משפחה"
"Shipped to Name","נשלח אל - שם"
"Shopping Cart","סל קניות"
"Shopping Cart - %d item(s)","עגלת קניות - %d פריט(ים)"
"Show Date of Birth","הראה תאריך לידה"
"Show Gender","הראה מין"
"Show Middle Name (initial)","הראה שם אמצעי (initial)"
"Show Prefix","הראה תחילית"
"Show Suffix","הראה סיומת"
"Show Tax/VAT Number","האה מספר מס/מע""ם"
"Sign Up for Newsletter","הירשם לניוזלטר"
"Skipping import row, required field ""%s"" is not defined.","מדלג על שורת ייבוא, שדה ""%s""  לא הוגדר."
"Skipping import row, website ""%s"" field does not exist.","מדלג על שורת ייבוא, שדה אתר ""%s"" לא קיים."
"State/Province","מדינה/מחוז"
"Status","מצב"
"Store","חנות"
"Store View","תצוגת חנות"
"Street Address","כתובת מגורים"
"Street Address ","כתובת מגורים"
"Street Address %s","Street Address %s"
"Subject","נושא"
"Submit","שלח"
"Subscribe to Newsletter","הירשם לניוזלטר"
"Subscribed to Newsletter?","הרשמה לניוזלטר?"
"Suffix","סיומת"
"Suffix Dropdown Options","סיומת אפשרות Dropdown"
"Tag Name","שם תג"
"Tax Class","מחלקת/מדרגת מס"
"Tax/VAT number","מספר מס/מעמ"
"Telephone","טלפון"
"Text","טקסט"
"Text One Line","טקסט - שורה אחת"
"Thank you for registering with %s.","תודה לך על שנרשמת עם %s."
"The account information has been saved.","פרטי חשבון נרשמו"
"The address does not belong to this customer.","הכתובת לא שייכת ללקוח הנבחר"
"The address has been deleted.","הכתובת נמחקה"
"The address has been saved.","הכתובת נשמרה"
"The customer does not have default billing address.","אין ללקוח כתובת חיוב ברירת מחדל"
"The customer group has been deleted.","קבוצת הלקוחות נמחקה"
"The customer group has been saved.","קבוצת הלקוחות נשמרה"
"The group ""%s"" cannot be deleted.","לא ניתן למחוק את הקבוצה ""%s"" ."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","הסיסמה חייבת להכיל 6 תווים לפחות."
"The suffix that goes after name (Jr., Sr., etc.)","הסיומת שמופיע לאחר השם  (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","כתואר במגיע לפני השם (Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","אין פריטים ברשימת החלומות של הלקוח בשלב זה"
"There are no items in customer\'s shopping cart at the moment","אין פריטים בעגלת הקניות של הקלוח"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","קיים חשבון עם כתובת דוא""ל זאת. אם אתה בטוח שזאת הכתובת שלך, <a href=""%s"">לחץ כאן</a>כדי לקבל את הסיסמא שלך ולהתחבר לחשבון שלך."
"This account is not confirmed.","החשבון לא מאושר"
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","חשבון זה לא אושר. <a href=""%s"">לחץ כאן</a>לשליחת מייל אישור הרשמה מחדש."
"This customer email already exists.","דוא""ל הלקוח קיים"
"This customer has no saved addresses.","ללקוח זה אין כתובות שמורות."
"This email address was not found in our records.","כתובת דוא""ל זאת לא נמצאה במאגר הנתונים שלנו"
"This email does not require confirmation.","דוא""ל זה לא צריך אישור הרשמה"
"This email will be sent instead of default welcome email, after account confirmation.","דוא""ל זה ישלח אליך במקום תבנית הברכה הרגילה, לאחר אישור החשבון"
"This is My Default %s Address","זאת  %s כתובת ברירת המחדל שלי"
"To Cart","לסל הקניות"
"Total","סה""כ"
"Type","סוג"
"Unknown","לא ידוע"
"Unsubscribe from Newsletter","בטל הרשמה לניוזלטר"
"Update","עדכן"
"Update customer address data","עדכן נתוני כתובת לקוח"
"Update customer data","עדכן נתוני לקוח"
"Use as My Default %s Address","השתמש ב  %s ככתובת ברירת מחדל שלי"
"Use as My Default Billing Address","השתמש ככתובת חיוב ברירת מחדל שלי"
"Use as My Default Shipping Address","השתמש ככתובת משלוח ברירת מחדל שלי "
"Use as my default billing address","השתמש בכתובת <strong>החיוב</strong> שלי כברירת מחדל"
"Use as my default shipping address","השתמש בכתובת <strong>המשלוח</strong> שלי כברירת מחדל"
"View","הצג"
"View Order","הצג הזמנה"
"Visitor","אורח"
"Visitors Only","אורחים בלבד"
"Website","אתר"
"Welcome Email","אימייל ברוך הבא"
"Wishlist","רשימת החלומות"
"Wishlist - %d item(s)","רשימת חלומות - %d פריט(ים)"
"Wrong confirmation key.","מפתח אישור שגוי"
"Wrong customer account specified.","צוין חשבון לקוח שגוי"
"Wrong email.","אימייל לא נכון."
"Wrong transactional account email type.","סוג דוא""ל חשבון העברה שגוי."
"YYYY","YYYY"
"Year","שנה"
"Yes","כן"
"You are currently not subscribed to any newsletter.","כרגע אינך מנוי לאף ניוזלטר."
"You are currently not subscribed to our newsletter.","אתה לא רשום לניוזלטר שלנו כרגע"
"You are currently subscribed to 'General Subscription'.","כרגע אתה רשום בתור ,'רישום כללי'"
"You are currently subscribed to our newsletter.","הרישום לניוזלטר שלנו בוצע בהצלחה."
"You are now logged out","התנתק בהצלחה"
"You have logged out and will be redirected to our homepage in 5 seconds.","תהליך התנתקות. אתה תועבר לדף הבית בעוד 5 שניות."
"You have no additional address entries in your address book.","אין לך כתובות נוספות בספר הכתובות שלך."
"You have no additional entries in your address book.","אין לך רשומות נוספות בספר הכתובות שלך."
"You have no default billing address in your address book.","אין לך כתובת ברירת מחדל לתשלום בספר הכתובות שלך."
"You have no default entries in your address book.","אין לך הגדרות ברירת מחדל בספר הכתובות שלך."
"You have no default shipping address in your address book.","אין לך כתובת משלוח ברירת מחדל בספר הכתובות שלך."
"You have not set a default billing address.","לא הגדרת כתובת חיוב ברירת מחדל."
"You have not set a default shipping address.","לא הגדרת כתובת משלוח ברירת מחדל."
"You have placed no orders yet.","עדיין לא בוצעה שום הזמנה."
"You have placed no products yet.","עדיין לא בוצעה שום הזמנת מוצרים."
"Your account balance is: %s","המאזן לחשבונך: <strong>%s</strong>"
"ZIP","מיקוד"
"ZIP/Post Code","מיקוד/ת.ד."
"Zip/Postal Code","מיקוד/ת.ד."
"n/a","לא זמין"
"or","או"
